W E1 E1 E1
2954.36 10.0202 9.98025 9.93243
2958.51 10.0214 9.98163 9.93391
2962.66 10.0226 9.98303 9.93539
2966.8 10.0238 9.98442 9.93688
2970.95 10.025 9.98582 9.93836
2975.1 10.0262 9.98722 9.93985
2979.25 10.0274 9.98863 9.94134
2983.4 10.0286 9.99003 9.94284
2987.55 10.0299 9.99145 9.94433
2991.7 10.0311 9.99286 9.94583
2995.85 10.0323 9.99428 9.94734
3000 10.0335 9.9957 9.94884
3004.15 10.0348 9.99713 9.95035
3008.3 10.036 9.99855 9.95186
3012.45 10.0372 9.99999 9.95337
3016.6 10.0385 10.0014 9.95488
3020.75 10.0397 10.0029 9.9564
3024.9 10.041 10.0043 9.95792
3029.05 10.0423 10.0057 9.95945
3033.2 10.0435 10.0072 9.96097
3037.34 10.0448 10.0087 9.9625
3041.49 10.0461 10.0101 9.96404
3045.64 10.0473 10.0116 9.96557
3049.79 10.0486 10.013 9.96711
3053.94 10.0499 10.0145 9.96865
3058.09 10.0512 10.016 9.97019
3062.24 10.0525 10.0174 9.97174
3066.39 10.0538 10.0189 9.97329
3070.54 10.0551 10.0204 9.97484
3074.69 10.0564 10.0219 9.9764
3078.84 10.0577 10.0234 9.97795
3082.99 10.0591 10.0249 9.97952
3087.14 10.0604 10.0264 9.98108
3091.29 10.0617 10.0279 9.98265
3095.44 10.0631 10.0294 9.98422
3099.59 10.0644 10.0309 9.98579
3103.73 10.0657 10.0324 9.98737
3107.88 10.0671 10.0339 9.98895
3112.03 10.0685 10.0354 9.99053
3116.18 10.0698 10.037 9.99212
3120.33 10.0712 10.0385 9.99371
3124.48 10.0725 10.04 9.9953
3128.63 10.0739 10.0415 9.9969
3132.78 10.0753 10.0431 9.9985
3136.93 10.0767 10.0446 10.0001
3141.08 10.0781 10.0462 10.0017
3145.23 10.0795 10.0477 10.0033
3149.38 10.0809 10.0493 10.0049
3153.53 10.0823 10.0508 10.0065
3157.68 10.0837 10.0524 10.0082
3161.83 10.0851 10.054 10.0098
3165.98 10.0865 10.0555 10.0114
3170.12 10.0879 10.0571 10.013
3174.27 10.0894 10.0587 10.0147
3178.42 10.0908 10.0603 10.0163
3182.57 10.0922 10.0619 10.018
3186.72 10.0937 10.0635 10.0196
3190.87 10.0951 10.0651 10.0212
3195.02 10.0966 10.0667 10.0229
3199.17 10.0981 10.0683 10.0246
3203.32 10.0995 10.0699 10.0262
3207.47 10.101 10.0715 10.0279
3211.62 10.1025 10.0731 10.0295
3215.77 10.1039 10.0747 10.0312
3219.92 10.1054 10.0764 10.0329
3224.07 10.1069 10.078 10.0346
3228.22 10.1084 10.0796 10.0362
3232.37 10.1099 10.0813 10.0379
3236.51 10.1114 10.0829 10.0396
3240.66 10.1129 10.0846 10.0413
3244.81 10.1145 10.0862 10.043
3248.96 10.116 10.0879 10.0447
3253.11 10.1175 10.0896 10.0464
3257.26 10.119 10.0912 10.0481
3261.41 10.1206 10.0929 10.0498
3265.56 10.1221 10.0946 10.0516
3269.71 10.1237 10.0963 10.0533
3273.86 10.1252 10.0979 10.055
3278.01 10.1268 10.0996 10.0567
3282.16 10.1284 10.1013 10.0585
3286.31 10.1299 10.103 10.0602
3290.46 10.1315 10.1047 10.0619
3294.61 10.1331 10.1064 10.0637
3298.76 10.1347 10.1082 10.0654
3302.9 10.1363 10.1099 10.0672
3307.05 10.1379 10.1116 10.069
3311.2 10.1395 10.1133 10.0707
3315.35 10.1411 10.1151 10.0725
3319.5 10.1427 10.1168 10.0743
3323.65 10.1443 10.1186 10.076
3327.8 10.146 10.1203 10.0778
3331.95 10.1476 10.1221 10.0796
3336.1 10.1492 10.1238 10.0814
3340.25 10.1509 10.1256 10.0832
3344.4 10.1525 10.1274 10.085
3348.55 10.1542 10.1291 10.0868
3352.7 10.1558 10.1309 10.0886
3356.85 10.1575 10.1327 10.0904
3361 10.1592 10.1345 10.0922
3365.15 10.1609 10.1363 10.0941
3369.29 10.1625 10.1381 10.0959
3373.44 10.1642 10.1399 10.0977
3377.59 10.1659 10.1417 10.0996
3381.74 10.1676 10.1435 10.1014
3385.89 10.1693 10.1453 10.1032
3390.04 10.171 10.1472 10.1051
3394.19 10.1728 10.149 10.1069
3398.34 10.1745 10.1508 10.1088
3402.49 10.1762 10.1527 10.1107
3406.64 10.1779 10.1545 10.1125
3410.79 10.1797 10.1564 10.1144
3414.94 10.1814 10.1582 10.1163
3419.09 10.1832 10.1601 10.1182
3423.24 10.1849 10.1619 10.1201
3427.39 10.1867 10.1638 10.1219
3431.54 10.1885 10.1657 10.1238
3435.68 10.1902 10.1675 10.1257
3439.83 10.192 10.1694 10.1276
3443.98 10.1938 10.1713 10.1296
3448.13 10.1956 10.1732 10.1315
3452.28 10.1974 10.1751 10.1334
3456.43 10.1991 10.177 10.1353
3460.58 10.2009 10.1789 10.1372
3464.73 10.2028 10.1808 10.1392
3468.88 10.2046 10.1827 10.1411
3473.03 10.2064 10.1847 10.143
3477.18 10.2082 10.1866 10.145
3481.33 10.21 10.1885 10.1469
3485.48 10.2118 10.1904 10.1489
3489.63 10.2137 10.1924 10.1508
3493.78 10.2155 10.1943 10.1528
3497.93 10.2174 10.1963 10.1548
3502.07 10.2192 10.1982 10.1567
3506.22 10.2211 10.2002 10.1587
3510.37 10.2229 10.2021 10.1607
3514.52 10.2248 10.2041 10.1627
3518.67 10.2266 10.206 10.1646
3522.82 10.2285 10.208 10.1666
3526.97 10.2304 10.21 10.1686
3531.12 10.2322 10.212 10.1706
3535.27 10.2341 10.2139 10.1726
3539.42 10.236 10.2159 10.1746
3543.57 10.2379 10.2179 10.1766
3547.72 10.2397 10.2199 10.1786
3551.87 10.2416 10.2219 10.1806
3556.02 10.2435 10.2238 10.1826
3560.17 10.2454 10.2258 10.1846
3564.32 10.2473 10.2278 10.1866
3568.46 10.2492 10.2298 10.1887
3572.61 10.2511 10.2318 10.1907
3576.76 10.253 10.2338 10.1927
3580.91 10.2549 10.2358 10.1947
3585.06 10.2568 10.2378 10.1967
3589.21 10.2587 10.2398 10.1988
3593.36 10.2606 10.2418 10.2008
3597.51 10.2625 10.2438 10.2028
3601.66 10.2643 10.2458 10.2048
3605.81 10.2662 10.2478 10.2068
3609.96 10.2681 10.2498 10.2089
3614.11 10.27 10.2518 10.2109
3618.26 10.2719 10.2538 10.2129
3622.41 10.2738 10.2558 10.2149
3626.56 10.2757 10.2577 10.217
3630.71 10.2776 10.2597 10.219
3634.85 10.2795 10.2617 10.221
3639 10.2813 10.2637 10.223
3643.15 10.2832 10.2656 10.225
3647.3 10.2851 10.2676 10.227
3651.45 10.2869 10.2696 10.229
3655.6 10.2888 10.2715 10.231
3659.75 10.2906 10.2735 10.233
3663.9 10.2925 10.2754 10.235
3668.05 10.2943 10.2774 10.237
3672.2 10.2961 10.2793 10.2389
3676.35 10.298 10.2812 10.2409
3680.5 10.2998 10.2831 10.2429
3684.65 10.3016 10.285 10.2448
3688.8 10.3034 10.2869 10.2468
3692.95 10.3051 10.2888 10.2487
3697.1 10.3069 10.2906 10.2506
3701.24 10.3087 10.2925 10.2525
3705.39 10.3104 10.2943 10.2544
3709.54 10.3121 10.2962 10.2563
3713.69 10.3138 10.298 10.2582
3717.84 10.3155 10.2998 10.2601
3721.99 10.3172 10.3015 10.2619
3726.14 10.3188 10.3033 10.2638
3730.29 10.3205 10.305 10.2656
3734.44 10.3221 10.3067 10.2674
3738.59 10.3237 10.3084 10.2691
3742.74 10.3252 10.3101 10.2709
3746.89 10.3268 10.3117 10.2726
3751.04 10.3283 10.3134 10.2744
3755.19 10.3298 10.315 10.2761
3759.34 10.3313 10.3165 10.2777
3763.49 10.3327 10.3181 10.2794
3767.63 10.3341 10.3196 10.281
3771.78 10.3355 10.321 10.2826
3775.93 10.3368 10.3225 10.2841
3780.08 10.3381 10.3239 10.2857
3784.23 10.3394 10.3252 10.2872
3788.38 10.3406 10.3266 10.2886
3792.53 10.3418 10.3279 10.2901
3796.68 10.343 10.3291 10.2915
3800.83 10.3441 10.3303 10.2928
3804.98 10.3451 10.3315 10.2941
3809.13 10.3462 10.3326 10.2954
3813.28 10.3471 10.3336 10.2966
3817.43 10.348 10.3347 10.2978
3821.58 10.3489 10.3356 10.299
3825.73 10.3497 10.3365 10.3
3829.88 10.3504 10.3373 10.3011
3834.02 10.3511 10.3381 10.3021
3838.17 10.3518 10.3388 10.303
3842.32 10.3523 10.3395 10.3038
3846.47 10.3528 10.3401 10.3046
3850.62 10.3532 10.3406 10.3054
3854.77 10.3536 10.341 10.3061
3858.92 10.3539 10.3414 10.3067
3863.07 10.3541 10.3417 10.3072
3867.22 10.3542 10.3419 10.3077
3871.37 10.3542 10.342 10.308
3875.52 10.3542 10.342 10.3083
3879.67 10.354 10.3419 10.3086
3883.82 10.3538 10.3418 10.3087
3887.97 10.3535 10.3415 10.3088
3892.12 10.3531 10.3412 10.3087
3896.27 10.3525 10.3407 10.3086
3900.41 10.3519 10.3401 10.3083
3904.56 10.3512 10.3395 10.308
3908.71 10.3503 10.3387 10.3076
3912.86 10.3494 10.3377 10.307
3917.01 10.3483 10.3367 10.3064
3921.16 10.3471 10.3356 10.3056
3925.31 10.3458 10.3343 10.3047
3929.46 10.3443 10.3329 10.3037
3933.61 10.3427 10.3313 10.3025
3937.76 10.341 10.3296 10.3013
3941.91 10.3391 10.3278 10.2999
3946.06 10.3371 10.3258 10.2983
3950.21 10.335 10.3237 10.2966
3954.36 10.3327 10.3214 10.2948
3958.51 10.3303 10.3189 10.2928
3962.66 10.3277 10.3163 10.2907
3966.8 10.3249 10.3136 10.2884
3970.95 10.322 10.3106 10.286
3975.1 10.3189 10.3075 10.2834
3979.25 10.3156 10.3042 10.2807
3983.4 10.3122 10.3008 10.2777
3987.55 10.3086 10.2971 10.2746
3991.7 10.3048 10.2933 10.2713
3995.85 10.3008 10.2893 10.2679
4000 10.2967 10.2851 10.2642
4004.15 10.2924 10.2807 10.2604
4008.3 10.2878 10.2761 10.2564
4012.45 10.2831 10.2713 10.2522
4016.6 10.2782 10.2663 10.2478
4020.75 10.2731 10.2611 10.2432
4024.9 10.2678 10.2557 10.2384
4029.05 10.2624 10.2501 10.2334
4033.2 10.2567 10.2443 10.2282
4037.34 10.2508 10.2383 10.2228
4041.49 10.2447 10.2321 10.2172
4045.64 10.2384 10.2257 10.2114
4049.79 10.2319 10.2191 10.2054
4053.94 10.2253 10.2123 10.1992
4058.09 10.2184 10.2052 10.1928
4062.24 10.2113 10.198 10.1862
4066.39 10.2041 10.1906 10.1794
4070.54 10.1966 10.1829 10.1723
4074.69 10.189 10.1751 10.1651
4078.84 10.1811 10.1671 10.1577
4082.99 10.1731 10.1589 10.1501
4087.14 10.1649 10.1505 10.1423
4091.29 10.1565 10.1419 10.1342
4095.44 10.148 10.1331 10.1261
4099.59 10.1393 10.1242 10.1177
4103.73 10.1304 10.1151 10.1091
4107.88 10.1214 10.1058 10.1004
4112.03 10.1122 10.0964 10.0915
4116.18 10.1029 10.0869 10.0825
4120.33 10.0934 10.0772 10.0733
4124.48 10.0838 10.0673 10.0639
4128.63 10.0741 10.0574 10.0544
4132.78 10.0642 10.0473 10.0448
4136.93 10.0543 10.0371 10.035
4141.08 10.0442 10.0268 10.0251
4145.23 10.0341 10.0165 10.0152
4149.38 10.0239 10.006 10.0051
4153.53 10.0136 9.99551 9.9949
4157.68 10.0032 9.98493 9.98465
4161.83 9.99283 9.97431 9.97432
4165.98 9.98238 9.96364 9.96394
4170.12 9.97189 9.95295 9.9535
4174.27 9.96138 9.94223 9.94303
4178.42 9.95086 9.93151 9.93252
4182.57 9.94033 9.9208 9.922
4186.72 9.92981 9.91009 9.91146
4190.87 9.9193 9.89941 9.90093
4195.02 9.90882 9.88877 9.89041
4199.17 9.89837 9.87817 9.87992
4203.32 9.88797 9.86762 9.86945
4207.47 9.87763 9.85714 9.85904
4211.62 9.86735 9.84674 9.84867
4215.77 9.85714 9.83642 9.83837
4219.92 9.84702 9.82619 9.82815
4224.07 9.83699 9.81607 9.81801
4228.22 9.82707 9.80606 9.80796
4232.37 9.81725 9.79616 9.79802
4236.51 9.80755 9.7864 9.78819
4240.66 9.79797 9.77677 9.77848
4244.81 9.78852 9.76729 9.76889
4248.96 9.77922 9.75796 9.75944
4253.11 9.77005 9.74878 9.75014
4257.26 9.76105 9.73977 9.74098
4261.41 9.75219 9.73092 9.73199
4265.56 9.7435 9.72225 9.72315
4269.71 9.73498 9.71376 9.71448
4273.86 9.72663 9.70544 9.70599
4278.01 9.71846 9.69732 9.69767
4282.16 9.71047 9.68939 9.68954
4286.31 9.70266 9.68165 9.68159
4290.46 9.69504 9.6741 9.67384
4294.61 9.6876 9.66676 9.66627
4298.76 9.68036 9.65961 9.6589
4302.9 9.67331 9.65267 9.65173
4307.05 9.66646 9.64593 9.64476
4311.2 9.6598 9.63939 9.63799
4315.35 9.65334 9.63306 9.63142
4319.5 9.64707 9.62693 9.62506
4323.65 9.641 9.621 9.6189
4327.8 9.63513 9.61528 9.61294
4331.95 9.62945 9.60976 9.60718
4336.1 9.62397 9.60444 9.60162
4340.25 9.61868 9.59932 9.59627
4344.4 9.61359 9.59439 9.59111
4348.55 9.60869 9.58967 9.58615
4352.7 9.60398 9.58513 9.58139
4356.85 9.59945 9.58079 9.57682
4361 9.59511 9.57663 9.57245
4365.15 9.59095 9.57267 9.56826
4369.29 9.58698 9.56888 9.56426
4373.44 9.58318 9.56527 9.56044
4377.59 9.57955 9.56185 9.55681
4381.74 9.5761 9.55859 9.55335
4385.89 9.57282 9.55551 9.55007
4390.04 9.5697 9.55259 9.54696
4394.19 9.56675 9.54984 9.54402
4398.34 9.56396 9.54724 9.54124
4402.49 9.56132 9.54481 9.53863
4406.64 9.55883 9.54252 9.53617
4410.79 9.5565 9.54039 9.53386
4414.94 9.55431 9.5384 9.53171
4419.09 9.55226 9.53655 9.5297
4423.24 9.55036 9.53484 9.52784
4427.39 9.54858 9.53327 9.52612
4431.54 9.54694 9.53182 9.52453
4435.68 9.54543 9.53051 9.52307
4439.83 9.54405 9.52931 9.52174
4443.98 9.54278 9.52824 9.52054
4448.13 9.54164 9.52729 9.51946
4452.28 9.54061 9.52644 9.51849
4456.43 9.53969 9.52571 9.51764
4460.58 9.53887 9.52508 9.5169
4464.73 9.53817 9.52456 9.51627
4468.88 9.53756 9.52413 9.51574
4473.03 9.53706 9.5238 9.51531
4477.18 9.53664 9.52356 9.51498
4481.33 9.53632 9.52342 9.51474
4485.48 9.53609 9.52336 9.51459
4489.63 9.53595 9.52338 9.51453
4493.78 9.53589 9.52349 9.51456
4497.93 9.53591 9.52367 9.51466
4502.07 9.53601 9.52393 9.51484
4506.22 9.53618 9.52426 9.5151
4510.37 9.53642 9.52465 9.51543
4514.52 9.53674 9.52512 9.51584
4518.67 9.53712 9.52565 9.51631
4522.82 9.53756 9.52624 9.51684
4526.97 9.53807 9.5269 9.51744
4531.12 9.53864 9.5276 9.51809
4535.27 9.53926 9.52837 9.5188
4539.42 9.53994 9.52919 9.51957
4543.57 9.54068 9.53005 9.52039
4547.72 9.54146 9.53097 9.52127
4551.87 9.54229 9.53193 9.52219
4556.02 9.54317 9.53293 9.52315
4560.17 9.5441 9.53398 9.52417
4564.32 9.54507 9.53507 9.52522
4568.46 9.54608 9.5362 9.52631
4572.61 9.54712 9.53736 9.52745
4576.76 9.54821 9.53856 9.52862
4580.91 9.54933 9.5398 9.52982
4585.06 9.55049 9.54106 9.53106
4589.21 9.55168 9.54236 9.53234
4593.36 9.5529 9.54368 9.53364
4597.51 9.55415 9.54504 9.53497
4601.66 9.55543 9.54642 9.53633
4605.81 9.55673 9.54782 9.53771
4609.96 9.55806 9.54925 9.53912
4614.11 9.55942 9.5507 9.54056
4618.26 9.5608 9.55217 9.54201
4622.41 9.5622 9.55366 9.54349
4626.56 9.56362 9.55517 9.54499
4630.71 9.56507 9.5567 9.5465
4634.85 9.56653 9.55824 9.54804
4639 9.568 9.5598 9.54959
4643.15 9.5695 9.56138 9.55115
4647.3 9.57101 9.56297 9.55273
4651.45 9.57254 9.56457 9.55433
4655.6 9.57407 9.56618 9.55593
4659.75 9.57563 9.56781 9.55755
4663.9 9.57719 9.56945 9.55918
4668.05 9.57877 9.57109 9.56082
4672.2 9.58035 9.57275 9.56247
4676.35 9.58195 9.57441 9.56413
4680.5 9.58355 9.57608 9.5658
4684.65 9.58517 9.57776 9.56748
4688.8 9.58679 9.57944 9.56916
4692.95 9.58842 9.58113 9.57084
4697.1 9.59005 9.58283 9.57254
4701.24 9.59169 9.58453 9.57424
4705.39 9.59334 9.58623 9.57594
4709.54 9.59499 9.58793 9.57764
4713.69 9.59665 9.58964 9.57935
4717.84 9.5983 9.59136 9.58107
4721.99 9.59997 9.59307 9.58278
4726.14 9.60163 9.59479 9.5845
4730.29 9.6033 9.5965 9.58622
4734.44 9.60497 9.59822 9.58794
4738.59 9.60664 9.59994 9.58966
4742.74 9.60831 9.60166 9.59138
4746.89 9.60998 9.60338 9.5931
4751.04 9.61165 9.60509 9.59482
4755.19 9.61333 9.60681 9.59654
4759.34 9.615 9.60852 9.59825
4763.49 9.61667 9.61024 9.59997
4767.63 9.61834 9.61195 9.60168
4771.78 9.62001 9.61366 9.6034
4775.93 9.62168 9.61536 9.60511
4780.08 9.62334 9.61707 9.60681
4784.23 9.62501 9.61877 9.60852
4788.38 9.62667 9.62047 9.61022
4792.53 9.62833 9.62216 9.61192
4796.68 9.62998 9.62385 9.61362
4800.83 9.63164 9.62554 9.61531
4804.98 9.63329 9.62722 9.61699
4809.13 9.63493 9.6289 9.61868
4813.28 9.63658 9.63058 9.62036
4817.43 9.63822 9.63225 9.62203
4821.58 9.63985 9.63391 9.6237
4825.73 9.64148 9.63557 9.62537
4829.88 9.64311 9.63723 9.62703
4834.02 9.64473 9.63888 9.62869
4838.17 9.64635 9.64053 9.63034
4842.32 9.64796 9.64217 9.63198
4846.47 9.64957 9.6438 9.63362
4850.62 9.65118 9.64543 9.63526
4854.77 9.65277 9.64706 9.63689
4858.92 9.65437 9.64868 9.63851
4863.07 9.65596 9.65029 9.64013
4867.22 9.65754 9.6519 9.64174
4871.37 9.65912 9.6535 9.64335
4875.52 9.66069 9.65509 9.64495
4879.67 9.66225 9.65668 9.64654
4883.82 9.66381 9.65826 9.64813
4887.97 9.66537 9.65984 9.64971
4892.12 9.66692 9.66141 9.65129
4896.27 9.66846 9.66298 9.65286
4900.41 9.67 9.66453 9.65442
4904.56 9.67153 9.66608 9.65598
4908.71 9.67306 9.66763 9.65753
4912.86 9.67458 9.66917 9.65907
4917.01 9.67609 9.6707 9.66061
4921.16 9.6776 9.67223 9.66214
4925.31 9.6791 9.67375 9.66367
4929.46 9.68059 9.67526 9.66518
4933.61 9.68208 9.67676 9.66669
4937.76 9.68356 9.67826 9.6682
4941.91 9.68504 9.67976 9.6697
4946.06 9.68651 9.68124 9.67119
4950.21 9.68797 9.68272 9.67267
4954.36 9.68943 9.68419 9.67415
4958.51 9.69088 9.68566 9.67562
4962.66 9.69232 9.68712 9.67709
4966.8 9.69376 9.68857 9.67855
4970.95 9.69519 9.69002 9.68
4975.1 9.69662 9.69146 9.68144
4979.25 9.69803 9.69289 9.68288
4983.4 9.69945 9.69432 9.68431
4987.55 9.70085 9.69574 9.68573
4991.7 9.70225 9.69715 9.68715
4995.85 9.70364 9.69855 9.68856
5000 9.70503 9.69995 9.68997
